book,chapter,verse,text
Isaiah,38,4,come word lord isaiah say
Isaiah,38,5,hezekiah saith lord god david thy father hear thy prayer see thy tear behold add unto thy day year
Isaiah,38,6,deliver thee city hand king assyria defend city
Isaiah,38,7,shall sign unto thee lord lord thing hath speak
Isaiah,38,8,behold bring shadow degree go sun dial ahaz degree backward sun return degree degree go
Isaiah,38,9,writing hezekiah king judah sick recover sickness
Isaiah,38,10,say cutting day shall gate grave deprive residue year
Isaiah,38,11,say shall lord lord land living shall behold man inhabitant world
Isaiah,38,12,age depart remove shepherd tent cut like weaver life cut pine sickness day night wilt thou end
Isaiah,38,13,reckon till morning lion break bone day night wilt thou end
Isaiah,38,14,like crane swallow chatter mourn dove eye fail look upward o lord oppress undertake
Isaiah,38,15,shall hath speak unto hath shall softly year bitterness soul
Isaiah,38,16,o lord thing man live thing life spirit wilt thou recover live
Isaiah,38,17,behold peace great bitterness thou hast love soul deliver pit corruption thou hast cast sin thy
Isaiah,38,18,grave praise thee death celebrate thee pit hope thy truth
Isaiah,38,19,live living shall praise thee day father child shall know thy truth
Isaiah,38,20,lord ready save sing song string instrument day life house lord
Isaiah,38,21,isaiah say let lump fig lie plaister boil shall recover
Isaiah,38,22,hezekiah say sign shall house lord
Isaiah,39,1,time merodachbaladan son baladan king babylon send letter present hezekiah hear sick recover
Isaiah,39,2,hezekiah glad shew house precious thing silver gold spice precious ointment house armour find treasure house dominion hezekiah shew
Isaiah,39,3,come isaiah prophet unto king hezekiah say unto say man come unto thee hezekiah say come far country unto babylon
Isaiah,39,4,say see thine house hezekiah answer house see treasure shew
Isaiah,39,5,say isaiah hezekiah hear word lord host
Isaiah,39,6,behold day come thine house thy father lay store day shall carry babylon shall leave saith lord
Isaiah,39,7,thy son shall issue thee thou shalt beget shall away shall eunuchs palace king babylon
Isaiah,39,8,say hezekiah isaiah good word lord thou hast speak say shall peace truth day
Isaiah,40,1,comfort ye comfort ye people saith god
Isaiah,40,2,speak ye comfortably jerusalem cry unto warfare accomplish iniquity pardon hath receive lord hand double sin
Isaiah,40,3,voice crieth wilderness prepare ye way lord straight desert highway god
Isaiah,40,4,valley shall exalt mountain hill shall low crooked shall straight rough place plain
Isaiah,40,5,glory lord shall reveal flesh shall mouth lord hath speak
Isaiah,40,6,voice say cry say shall cry flesh grass goodliness thereof flower field
Isaiah,40,7,grass withereth flower fadeth spirit lord bloweth surely people grass
Isaiah,40,8,grass withereth flower fadeth word god shall stand
Isaiah,40,9,o zion bringest good tiding thee high mountain o jerusalem bringest good tiding lift thy voice strength lift afraid unto city judah behold god
Isaiah,40,10,behold lord god come strong hand arm shall rule behold reward work
Isaiah,40,11,shall feed flock like shepherd shall gather lamb arm carry bosom shall gently lead young
Isaiah,40,12,hath measure water hollow hand mete heaven span comprehend dust earth measure weigh mountain scale hill balance
Isaiah,40,13,hath direct spirit lord counsellor hath teach
Isaiah,40,14,take counsel instruct teach path judgment teach knowledge shew way understand
Isaiah,40,15,behold nation drop bucket count small dust balance behold taketh isle little thing
Isaiah,40,16,lebanon sufficient burn beast thereof sufficient burn offering
Isaiah,40,17,nation count vanity
Isaiah,40,18,ye liken god likeness ye compare unto
Isaiah,40,19,workman melteth graven image goldsmith spreadeth gold casteth silver chain
Isaiah,40,20,impoverished hath oblation chooseth tree rot seeketh unto cunning workman prepare graven image shall move
Isaiah,40,21,ye know ye hear hath tell beginning ye understand foundation earth
Isaiah,40,22,sitteth circle earth inhabitant thereof grasshopper stretcheth heaven curtain spreadeth tent dwell
Isaiah,40,23,bringeth prince maketh judge earth vanity
Isaiah,40,24,yea shall plant yea shall sow yea stock shall root earth shall blow shall wither whirlwind shall away stubble
Isaiah,40,25,ye liken shall equal saith holy
Isaiah,40,26,lift eye high behold hath create thing bringeth host number calleth name greatness strong power faileth
Isaiah,40,27,sayest thou o jacob speakest o israel way hide lord judgment pass god
Isaiah,40,28,hast thou know hast thou hear everlaste god lord creator end earth fainteth weary searching understanding
Isaiah,40,29,giveth power faint increaseth strength
Isaiah,40,30,youth shall faint weary young man shall utterly fall
Isaiah,40,31,wait lord shall renew strength shall mount wing eagle shall run weary shall walk faint
Isaiah,41,1,silence o island let people renew strength let come near let speak let come near judgment
Isaiah,41,2,raise righteous man east call foot give nation rule king give dust sword drive stubble bow
Isaiah,41,3,pursue pass safely way go foot
Isaiah,41,4,hath wrought call generation beginning lord
Isaiah,41,5,isle see fear end earth afraid draw near come
Isaiah,41,6,help neighbour say brother good courage
Isaiah,41,7,carpenter encourage goldsmith smootheth hammer smite anvil say ready sodering fasten nail move
Isaiah,41,8,thou israel art servant jacob choose seed abraham friend
Isaiah,41,9,thou take end earth call thee chief man thereof say unto thee thou art servant choose thee cast thee away
Isaiah,41,10,fear thou thee dismay thy god strengthen thee yea help thee yea uphold thee right hand righteousness
Isaiah,41,11,behold incense thee shall ashamed confound shall strive thee shall perish
Isaiah,41,12,thou shalt seek shalt find contend thee war thee shall thing nought
Isaiah,41,13,lord thy god hold thy right hand say unto thee fear help thee
Isaiah,41,14,fear thou worm jacob ye man israel help thee saith lord thy redeemer holy israel
Isaiah,41,15,behold thee new sharp threshing instrument have tooth thou shalt thresh mountain beat small shalt hill chaff
Isaiah,41,16,thou shalt fan wind shall carry away whirlwind shall scatter thou shalt rejoice lord shalt glory holy israel
Isaiah,41,17,poor needy seek water tongue faileth thirst lord hear god israel forsake
Isaiah,41,18,open river high place fountain midst valley wilderness pool water dry land spring water
Isaiah,41,19,plant wilderness cedar shittah tree myrtle oil tree set desert fir tree pine box tree
Isaiah,41,20,know consider understand hand lord hath holy israel hath create
Isaiah,41,21,produce cause saith lord bring forth strong reason saith king jacob
Isaiah,41,22,let bring forth shew shall happen let shew thing consider know end declare thing come
Isaiah,41,23,shew thing come know ye god yea good evil dismay behold
Isaiah,41,24,behold ye work nought abomination chooseth
Isaiah,41,25,raise north shall come rise sun shall shall come prince morter potter treadeth clay
Isaiah,41,26,hath declare beginning know beforetime righteous yea sheweth yea declareth yea heareth word
Isaiah,41,27,shall zion behold behold jerusalem bringeth good tiding
Isaiah,41,28,beheld man counsellor ask answer word
Isaiah,41,29,behold vanity work molten image wind confusion
Isaiah,42,1,behold servant uphold elect soul delighteth spirit shall bring forth judgment gentile
Isaiah,42,2,shall cry lift cause voice hear street
Isaiah,42,3,bruise reed shall break smoking flax shall quench shall bring forth judgment unto truth
Isaiah,42,4,shall fail discourage till set judgment earth isle shall wait law
Isaiah,42,5,saith god lord create heaven stretch spread forth earth cometh giveth breath unto people spirit walk
Isaiah,42,6,lord call thee righteousness hold thine hand thee thee covenant people light gentile
Isaiah,42,7,open blind eye bring prisoner prison sit darkness prison house
Isaiah,42,8,lord glory praise graven image
Isaiah,42,9,behold thing come pass new thing declare spring forth tell
Isaiah,42,10,sing unto lord new song praise end earth ye sea isle inhabitant thereof
Isaiah,42,11,let wilderness city thereof lift voice village kedar doth inhabit let inhabitant rock sing let shout mountain
Isaiah,42,12,let glory unto lord declare praise island
Isaiah,42,13,lord shall forth mighty man shall stir jealousy like man war shall cry yea roar shall prevail enemy
Isaiah,42,14,long time holden peace refrain cry like travailing woman destroy devour
Isaiah,42,15,waste mountain hill dry herb river island dry pool
Isaiah,42,16,bring blind way know lead path know darkness light crooked thing straight thing unto forsake
Isaiah,42,17,shall turn shall greatly ashamed trust graven image molten image ye god
Isaiah,42,18,hear ye deaf look ye blind ye
Isaiah,42,19,blind servant deaf messenger send blind perfect blind lord servant
Isaiah,42,20,see thing thou observ open ear heareth
Isaiah,42,21,lord pleased righteousness sake magnify law honourable
Isaiah,42,22,people rob spoil snare hole hide prison house prey delivereth spoil saith restore
Isaiah,42,23,ear hearken hear time come
Isaiah,42,24,give jacob spoil israel robber lord sin walk way obedient unto law
Isaiah,42,25,hath pour fury anger strength battle hath set fire round know burn lay heart
Isaiah,43,1,saith lord create thee o jacob form thee o israel fear redeem thee call thee thy thou art
Isaiah,43,2,thou passest water thee river shall overflow thee thou walkest fire thou shalt burn shall flame kindle thee
Isaiah,43,3,lord thy god holy israel thy saviour give egypt thy ransom ethiopia seba thee
Isaiah,43,4,thou wast precious sight thou hast honourable love thee man thee people thy life
Isaiah,43,5,fear thee bring thy seed east gather thee west
Isaiah,43,6,north south bring son far daughter end earth
Isaiah,43,7,call create glory form yea
Isaiah,43,8,bring forth blind people eye deaf ear
Isaiah,43,9,let nation gather let people assemble declare shew thing let bring forth witness justify let hear truth
Isaiah,43,10,ye witness saith lord servant choose ye know believe understand god form shall
Isaiah,43,11,lord saviour
Isaiah,43,12,declare save shew strange god ye witness saith lord god
Isaiah,43,13,yea day deliver hand work shall let
Isaiah,43,14,saith lord redeemer holy israel sake send babylon bring noble chaldeans cry ship
Isaiah,43,15,lord holy creator israel king
Isaiah,43,16,saith lord maketh way sea path mighty water
Isaiah,43,17,bringeth forth chariot horse army power shall lie shall rise extinct quench tow
Isaiah,43,18,remember ye thing consider thing old
Isaiah,43,19,behold new thing shall spring forth shall ye know way wilderness river desert
Isaiah,43,20,beast field shall honour dragon owl water wilderness river desert drink people choose
Isaiah,43,21,people form shall shew forth praise
Isaiah,43,22,thou hast call o jacob thou hast weary o israel
Isaiah,43,23,thou hast bring small cattle thy burn offering hast thou honour thy sacrifice cause thee serve offering weary thee incense
Isaiah,43,24,thou hast buy sweet cane money hast thou fill fat thy sacrifice thou hast serve thy sin thou hast weary thine iniquity
Isaiah,43,25,blotteth thy transgression sake remember thy sin
Isaiah,43,26,remembrance let plead declare thou thou mayest justify
Isaiah,43,27,thy father hath sin thy teacher transgress
Isaiah,43,28,profane prince sanctuary give jacob curse israel reproach
Isaiah,44,1,hear o jacob servant israel choose
Isaiah,44,2,saith lord thee form thee womb help thee fear o jacob servant thou jesurun choose
Isaiah,44,3,pour water thirsty flood dry ground pour spirit thy seed blessing thine offspring
Isaiah,44,4,shall spring grass willow water course
Isaiah,44,5,shall lord shall jacob shall subscribe hand unto lord surname israel
Isaiah,44,6,saith lord king israel redeemer lord host god
Isaiah,44,7,shall shall declare set order appoint ancient people thing come shall come let shew unto
Isaiah,44,8,fear ye afraid tell thee time declare ye witness god yea god know
Isaiah,44,9,graven image vanity delectable thing shall profit witness know ashamed
Isaiah,44,10,hath form god molten graven image profitable
Isaiah,44,11,behold fellow shall ashamed workman man let gather let stand shall fear shall ashamed
Isaiah,44,12,smith tong worketh coal fashioneth hammer worketh strength arm yea hungry strength faileth drinketh water faint
Isaiah,44,13,carpenter stretcheth rule marketh line fitteth plane marketh compass maketh figure man accord beauty man remain house
Isaiah,44,14,heweth cedar taketh cypress oak strengtheneth tree forest planteth ash rain doth nourish
Isaiah,44,15,shall man burn thereof warm yea kindleth baketh bread yea maketh god worshippeth maketh graven image falleth thereto
Isaiah,44,16,burneth thereof fire thereof eateth flesh roasteth roast satisfied yea warmeth saith aha warm see fire
Isaiah,44,17,residue thereof maketh god graven image falleth unto worshippeth prayeth unto saith deliver thou art god
Isaiah,44,18,know understand hath shut eye heart understand
Isaiah,44,19,considereth heart knowledge understanding burn fire yea bake bread coal thereof roast flesh eaten shall residue thereof abomination shall fall stock tree
Isaiah,44,20,feedeth ashe deceive heart hath turn aside deliver soul lie right hand
Isaiah,44,21,remember o jacob israel thou art servant form thee thou art servant o israel thou shalt forget
Isaiah,44,22,blot thick cloud thy transgression cloud thy sin return unto redeem thee
Isaiah,44,23,sing o ye heaven lord hath shout ye low part earth break forth singe ye mountain o forest tree lord hath redeem jacob glorify israel
Isaiah,44,24,saith lord thy redeemer form thee womb lord maketh thing stretcheth forth heaven spreadeth abroad earth
Isaiah,44,25,frustrateth token liar maketh diviner mad turneth wise man backward maketh knowledge foolish
Isaiah,44,26,confirmeth word servant performeth counsel messenger saith jerusalem thou shalt inhabit city judah ye shall build raise decayed place thereof
Isaiah,44,27,saith deep dry dry thy river
Isaiah,44,28,saith cyrus shepherd shall perform pleasure say jerusalem thou shalt build temple thy foundation shall lay
Isaiah,45,1,saith lord anoint cyrus right hand holden subdue nation loose loin king open leave gate gate shall shut
Isaiah,45,2,thee crooked place straight break piece gate brass cut sunder bar iron
Isaiah,45,3,thee treasure darkness hide rich secret place thou mayest know lord thee thy god israel
Isaiah,45,4,jacob servant sake israel elect call thee thy surname thee thou hast know
Isaiah,45,5,lord god gird thee thou hast know
Isaiah,45,6,know rise sun west lord
Isaiah,45,7,form light create darkness peace create evil lord thing
Isaiah,45,8,drop ye heaven let sky pour righteousness let earth open let bring forth salvation let righteousness spring lord create
Isaiah,45,9,woe unto striveth maker let potsherd strive potsherd earth shall clay fashioneth mak thou thy work hath hand
Isaiah,45,10,woe unto saith unto father begett thou woman hast thou bring forth
Isaiah,45,11,saith lord holy israel maker ask thing come concern son concern work hand command ye
Isaiah,45,12,earth create man hand stretch heaven host command
Isaiah,45,13,raise righteousness direct way shall build city shall let captive price reward saith lord host
Isaiah,45,14,saith lord labour egypt merchandise ethiopia sabean man stature shall come unto thee shall thine shall come thee chain shall come shall fall unto thee shall supplication unto thee say surely god thee god
Isaiah,45,15,verily thou art god hidest thyself o god israel saviour
Isaiah,45,16,shall ashamed confound shall confusion maker idol
Isaiah,45,17,israel shall save lord everlasting salvation ye shall ashamed confound world end
Isaiah,45,18,saith lord create heavens god form earth hath establish create vain form inhabit lord
Isaiah,45,19,speak secret dark place earth say unto seed jacob seek ye vain lord speak righteousness declare thing right
Isaiah,45,20,assemble come draw near ye escape nation knowledge set wood graven image pray unto god save
Isaiah,45,21,tell ye bring near yea let counsel hath declare ancient time hath tell time lord god god saviour
Isaiah,45,22,look unto ye save end earth god
Isaiah,45,23,swear word go mouth righteousness shall return unto knee shall bow tongue shall swear
Isaiah,45,24,surely shall lord righteousness strength shall man come incense shall ashamed
Isaiah,45,25,lord shall seed israel justify shall glory
Isaiah,46,1,bel boweth nebo stoopeth idol beast cattle carriage heavy loaden burden weary beast
Isaiah,46,2,stoop bow deliver burden go captivity
Isaiah,46,3,hearken unto o house jacob remnant house israel bear belly carry womb
Isaiah,46,4,old age hoar hair carry bear carry deliver
Isaiah,46,5,ye liken equal compare like
Isaiah,46,6,lavish gold bag weigh silver balance hire goldsmith maketh god fall yea worship
Isaiah,46,7,bear shoulder carry set place standeth place shall remove yea shall cry unto answer save trouble
Isaiah,46,8,remember shew man bring mind o ye transgressor
Isaiah,46,9,remember thing old god god like
Isaiah,46,10,declare end beginning ancient time thing say counsel shall stand pleasure
Isaiah,46,11,call ravenous bird east man executeth counsel far country yea speak bring pass purpose
Isaiah,46,12,hearken unto ye stouthearte far righteousness
Isaiah,46,13,bring near righteousness shall far salvation shall tarry place salvation zion israel glory
Isaiah,47,1,come sit dust o virgin daughter babylon sit ground throne o daughter chaldean thou shalt call tender delicate
Isaiah,47,2,millstone grind meal uncover thy lock bare leg uncover thigh pass river
Isaiah,47,3,thy nakedness shall uncover yea thy shame shall see vengeance meet thee man
Isaiah,47,4,redeemer lord host holy israel
Isaiah,47,5,sit thou silent thee darkness o daughter chaldean thou shalt call lady kingdom
Isaiah,47,6,wroth people pollute inheritance give thine hand thou didst shew mercy ancient hast thou heavily lay thy yoke
Isaiah,47,7,thou saidst shall lady thou didst lay thing thy heart didst remember end
Isaiah,47,8,hear thou art give pleasure dwellest carelessly sayest thine heart shall sit widow shall know loss child
Isaiah,47,9,thing shall come thee moment day loss child widowhood shall come thee perfection multitude thy sorcery great abundance thine enchantment
Isaiah,47,10,thou hast trust thy wickedness thou hast say seeth thy wisdom thy knowledge hath pervert thee thou hast say thine heart
Isaiah,47,11,shall evil come thee thou shalt know riseth mischief shall fall thee thou shalt able desolation shall come thee suddenly thou shalt know
Isaiah,47,12,stand thine enchantment multitude thy sorcery thou hast labour thy youth thou shalt able profit thou may prevail
Isaiah,47,13,thou art weary multitude thy counsel let astrologer stargazer monthly prognosticator stand save thee thing shall come thee
Isaiah,47,14,behold shall stubble fire shall burn shall deliver power flame shall coal warm fire sit
Isaiah,47,15,shall unto thee thou hast labour thy merchant thy youth shall wander quarter shall save thee
Isaiah,48,1,hear ye o house jacob call israel come forth water judah swear lord mention god israel truth righteousness
Isaiah,48,2,holy city stay god israel lord host
Isaiah,48,3,declare thing beginning go forth mouth shewed suddenly come pass
Isaiah,48,4,know thou art obstinate thy neck iron sinew thy brow brass
Isaiah,48,5,beginning declare thee come pass shew thee lest thou shouldest idol hath graven image molten image hath command
Isaiah,48,6,thou hast hear ye declare shew thee new thing time hide thing thou didst know
Isaiah,48,7,create beginning day thou heardest lest thou shouldest behold know
Isaiah,48,8,yea thou heard yea thou knew yea time thine ear open know thou would deal treacherously wast call transgressor womb
Isaiah,48,9,name sake defer anger praise refrain thee cut thee
Isaiah,48,10,behold refine thee silver choose thee furnace affliction
Isaiah,48,11,sake sake pollute glory unto
Isaiah,48,12,hearken unto o jacob israel call
Isaiah,48,13,hand hath lay foundation earth right hand hath span heaven unto stand
Isaiah,48,14,ye assemble hear hath declare thing lord hath love pleasure babylon arm shall chaldean
Isaiah,48,15,speak yea call bring shall way prosperous
Isaiah,48,16,come ye near unto hear ye speak secret beginning time lord god spirit hath send
Isaiah,48,17,saith lord thy redeemer holy israel lord thy god teacheth thee profit leadeth thee way thou shouldest
Isaiah,48,18,o thou hadst hearken commandment thy peace river thy righteousness wave sea
Isaiah,48,19,thy seed sand offspring thy bowel like gravel thereof cut destroy
Isaiah,48,20,ye forth babylon flee ye chaldean voice singe declare ye tell utter end earth ye lord hath redeem servant jacob
Isaiah,48,21,thirst lead desert cause water flow rock clave rock water gush
Isaiah,48,22,peace saith lord unto wicked
Isaiah,49,1,listen o isle unto hearken ye people far lord hath call womb bowel mother hath mention
Isaiah,49,2,hath mouth like sharp sword shadow hand hath hide polished shaft quiver hath hide
Isaiah,49,3,say unto thou art servant o israel glorify
Isaiah,49,4,say labour vain spend strength nought vain surely judgment lord work god
Isaiah,49,5,saith lord form womb servant bring jacob israel gather shall glorious eye lord god shall strength
Isaiah,49,6,say light thing thou shouldest servant raise tribe jacob restore preserve israel thee light gentile thou mayest salvation unto end earth
Isaiah,49,7,saith lord redeemer israel holy man despiseth nation abhorreth servant ruler king shall arise prince shall worship lord faithful holy israel shall choose thee
Isaiah,49,8,saith lord acceptable time hear thee day salvation help thee preserve thee thee covenant people establish earth cause inherit desolate heritage
Isaiah,49,9,thou mayest prisoner forth darkness shew shall feed way pasture shall high place
Isaiah,49,10,shall hunger thirst shall heat sun smite hath mercy shall lead spring water shall guide
Isaiah,49,11,mountain way highway shall exalt
Isaiah,49,12,behold shall come far lo north west land sinim
Isaiah,49,13,sing o heaven joyful o earth break forth singe o mountain lord hath comfort people mercy afflict
Isaiah,49,14,zion say lord hath forsake lord hath forget
Isaiah,49,15,woman forget suck child compassion son womb yea forget forget thee
Isaiah,49,16,behold grave thee palm hand thy wall continually
Isaiah,49,17,thy child shall haste thy destroyer thee waste shall forth thee
Isaiah,49,18,lift thine eye round behold gather come thee live saith lord thou shalt surely clothe thee ornament bind thee bride doeth
Isaiah,49,19,thy waste thy desolate place land thy destruction shall narrow reason inhabitant swallow thee shall far away
Isaiah,49,20,child thou shalt thou hast lose shall thine ear place strait place dwell
Isaiah,49,21,shalt thou thine heart hath beget see lose child desolate captive remove fro hath bring behold leave
Isaiah,49,22,saith lord god behold lift hand gentile set standard people shall bring thy son arm thy daughter shall carry shoulder
Isaiah,49,23,king shall thy nursing father queen thy nursing mother shall bow thee face earth lick dust thy foot thou shalt know lord shall ashamed wait
Isaiah,49,24,shall prey take mighty lawful captive deliver
Isaiah,49,25,saith lord captive mighty shall take away prey terrible shall deliver contend contendeth thee save thy child
Isaiah,49,26,feed oppress thee flesh shall drunken blood sweet wine flesh shall know lord thy saviour thy redeemer mighty jacob
Isaiah,50,1,saith lord bill mother divorcement away creditor sell behold iniquity ye sell transgression mother away
Isaiah,50,2,wherefore come man call answer hand shorten redeem power deliver behold rebuke dry sea river wilderness fish stinketh water dieth thirst
Isaiah,50,3,clothe heaven blackness sackcloth covering
Isaiah,50,4,lord god hath give tongue learn know speak word season weary wakeneth morning morning wakeneth ear hear learn
Isaiah,50,5,lord god hath open ear rebellious turn away
Isaiah,50,6,give smiter cheek pluck hair hide face shame spit
Isaiah,50,7,lord god help shall confound set face like flint know shall ashamed
Isaiah,50,8,near justifieth contend let stand adversary let come near
Isaiah,50,9,behold lord god help shall condemn lo shall wax old garment moth shall eat
Isaiah,50,10,feareth lord obeyeth voice servant walketh darkness hath light let trust lord stay god
Isaiah,50,11,behold ye kindle fire compass spark walk light fire spark ye kindle shall ye hand ye shall lie sorrow
Isaiah,51,1,hearken ye follow righteousness ye seek lord look unto rock ye hew hole pit ye digge
Isaiah,51,2,look unto abraham father unto sarah bare call bless increase
Isaiah,51,3,lord shall comfort zion comfort waste place wilderness like eden desert like garden lord joy gladness shall find thanksgive voice melody
Isaiah,51,4,hearken unto people ear unto o nation law shall proceed judgment rest light people
Isaiah,51,5,righteousness near salvation go forth arm shall judge people isle shall wait arm shall trust
Isaiah,51,6,lift eye heaven look earth beneath heaven shall vanish away like smoke earth shall wax old like garment dwell shall die like manner salvation shall righteousness shall abolish
Isaiah,51,7,hearken unto ye know righteousness people heart law fear ye reproach man ye afraid reviling
Isaiah,51,8,moth shall eat like garment worm shall eat like wool righteousness shall salvation generation generation
Isaiah,51,9,awake awake strength o arm lord awake ancient day generation old art thou hath cut rahab wound dragon
Isaiah,51,10,art thou hath dry sea water great deep hath depth sea way ransom pass
Isaiah,51,11,redeemed lord shall return come singing unto zion everlaste joy shall head shall obtain gladness joy sorrow mourning shall flee away
Isaiah,51,12,comforteth art thou thou shouldest afraid man shall die son man shall grass
Isaiah,51,13,forgettest lord thy maker hath stretch forth heaven lay foundation earth hast fear continually day fury oppressor ready destroy fury oppressor
Isaiah,51,14,captive exile hasteneth loose die pit bread fail
Isaiah,51,15,lord thy god divide sea wave roar lord host
Isaiah,51,16,word thy mouth cover thee shadow hand plant heaven lie foundation earth unto zion thou art people
Isaiah,51,17,awake awake stand o jerusalem hast drunk hand lord cup fury thou hast drunken dreg cup tremble wrung
Isaiah,51,18,guide son hath bring forth taketh hand son hath bring
Isaiah,51,19,thing come unto thee shall sorry thee desolation destruction famine sword shall comfort thee
Isaiah,51,20,thy son faint lie head street wild bull net fury lord rebuke thy god
Isaiah,51,21,hear thou afflict drunken wine
Isaiah,51,22,saith thy lord lord thy god pleadeth cause people behold take thine hand cup tremble dreg cup fury thou shalt drink
Isaiah,51,23,hand afflict thee say thy soul bow thou hast lay thy body ground street go
Isaiah,52,1,awake awake thy strength o zion thy beautiful garment o jerusalem holy city henceforth shall come thee uncircumcised unclean
Isaiah,52,2,shake thyself dust arise sit o jerusalem loose thyself band thy neck o captive daughter zion
Isaiah,52,3,saith lord ye sell nought ye shall redeem money
Isaiah,52,4,saith lord god people go aforetime egypt sojourn assyrian oppress cause
Isaiah,52,5,saith lord people take away nought rule howl saith lord continually day blaspheme
Isaiah,52,6,people shall know shall know day doth speak behold
Isaiah,52,7,beautiful mountain foot bringeth good tiding publisheth peace bringeth good tiding good publisheth salvation saith unto zion thy god reigneth
Isaiah,52,8,thy watchman shall lift voice voice shall sing shall eye eye lord shall bring zion
Isaiah,52,9,break forth joy sing ye waste place jerusalem lord hath comfort people hath redeem jerusalem
Isaiah,52,10,lord hath bare holy arm eye nation end earth shall salvation god
Isaiah,52,11,depart ye depart ye ye touch unclean thing ye midst ye clean bear vessel lord
Isaiah,52,12,ye shall haste flight lord god israel rereward
Isaiah,52,13,behold servant shall deal prudently shall exalt extoll high
Isaiah,52,14,astonied thee visage mar man form son man
Isaiah,52,15,shall sprinkle nation king shall shut mouth tell shall hear shall consider
Isaiah,53,1,hath believe report arm lord reveal
Isaiah,53,2,shall grow tender plant root dry ground hath form comeliness shall beauty desire
Isaiah,53,3,despise reject man man sorrow acquaint grief hide face despise esteem
Isaiah,53,4,surely hath borne grief carry sorrow esteem stricken smitten god afflict
Isaiah,53,5,wound transgression bruise iniquity chastisement peace stripe heal
Isaiah,53,6,like sheep go astray turn way lord hath lay iniquity
Isaiah,53,7,oppress afflict open mouth bring lamb slaughter sheep shearer dumb openeth mouth
Isaiah,53,8,take prison judgment shall declare generation cut land living transgression people stricken
Isaiah,53,9,grave wicked rich death violence deceit mouth
Isaiah,53,10,please lord bruise hath grief thou shalt soul offering sin shall seed shall prolong day pleasure lord shall prosper hand
Isaiah,53,11,shall travail soul shall satisfied knowledge shall righteous servant justify shall bear iniquity
Isaiah,53,12,divide portion great shall divide spoil strong hath pour soul unto death number transgressor bare sin intercession transgressor
Isaiah,54,1,sing o barren thou didst bear break forth singing cry aloud thou didst travail child child desolate child married wife saith lord
Isaiah,54,2,enlarge place thy tent let stretch forth curtain thine habitation spare lengthen thy cord strengthen thy stake
Isaiah,54,3,thou shalt break forth right hand left thy seed shall inherit gentile desolate city inhabit
Isaiah,54,4,fear thou shalt ashamed thou confound thou shalt shame thou shalt forget shame thy youth shalt remember reproach thy widowhood
Isaiah,54,5,thy maker thine husband lord host thy redeemer holy israel god earth shall call
Isaiah,54,6,lord hath call thee woman forsake grieve spirit wife youth thou wast refuse saith thy god
Isaiah,54,7,small moment forsake thee great mercy gather thee
Isaiah,54,8,little wrath hide face thee moment everlasting kindness mercy thee saith lord thy redeemer
Isaiah,54,9,water noah unto swear water noah earth swear wroth thee rebuke thee
Isaiah,54,10,mountain shall depart hill remove kindness shall depart thee shall covenant peace remove saith lord hath mercy thee
Isaiah,54,11,o thou afflict toss tempest comfort behold lay thy stone fair colour lie thy foundation sapphire
Isaiah,54,12,thy window agate thy gate carbuncle thy border pleasant stone
Isaiah,54,13,thy child shall teach lord great shall peace thy child
Isaiah,54,14,righteousness shalt thou establish thou shalt far oppression thou shalt fear terror shall come near thee
Isaiah,54,15,behold shall surely gather whosoever shall gather thee shall fall thy sake
Isaiah,54,16,behold create smith bloweth coal fire bringeth forth instrument work create waster destroy
Isaiah,54,17,weapon form thee shall prosper tongue shall rise thee judgment thou shalt condemn heritage servant lord righteousness saith lord
Isaiah,55,1,ho thirsteth come ye water hath money come ye buy eat yea come buy wine milk money price
Isaiah,55,2,wherefore ye spend money bread labour satisfieth hearken diligently unto eat ye good let soul delight fatness
Isaiah,55,3,incline ear come unto hear soul shall live everlasting covenant sure mercy david
Isaiah,55,4,behold give witness people leader commander people
Isaiah,55,5,behold thou shalt nation thou know nation know thee shall run unto thee lord thy god holy israel hath glorify thee
Isaiah,55,6,seek ye lord find ye near
Isaiah,55,7,let wicked forsake way unrighteous man thought let return unto lord mercy god abundantly pardon
Isaiah,55,8,thought thought way way saith lord
Isaiah,55,9,heaven high earth way high way thought thought
Isaiah,55,10,rain cometh snow heaven returneth thither watereth earth maketh bring forth bud seed sower bread eater
Isaiah,55,11,shall word goeth forth mouth shall return unto void shall accomplish shall prosper thing whereto send
Isaiah,55,12,ye shall joy lead forth peace mountain hill shall break forth singing tree field shall clap hand
Isaiah,55,13,instead thorn shall come fir tree instead bri shall come myrtle tree shall lord everlasting sign shall cut
Isaiah,56,1,saith lord ye judgment justice salvation near come righteousness reveal
Isaiah,56,2,bless man doeth son man layeth hold keepeth sabbath pollute keepeth hand evil
Isaiah,56,3,let son stranger hath join lord speak say lord hath utterly separate people let eunuch behold dry tree
Isaiah,56,4,saith lord unto eunuchs sabbath choose thing hold covenant
Isaiah,56,5,unto house wall place well son daughter everlasting shall cut
Isaiah,56,6,son stranger join lord serve love lord servant keepeth sabbath pollute taketh hold covenant
Isaiah,56,7,bring holy mountain joyful house prayer burn offering sacrifice shall accept altar house shall call house prayer people
Isaiah,56,8,lord god gathereth outcast israel saith gather gather unto
Isaiah,56,9,ye beast field come devour yea ye beast forest
Isaiah,56,10,watchman blind ignorant dumb dog bark sleep lie love slumber
